Genre,TrackCount
"heartland rock, pop rock, rock, singer-songwriter",4
"indie quebecois, pop quebecois",4
"alternative rock, british, chanteur, clavieriste, composer, compositeur, dance-pop, designer graphique, electropop, english, europop, graphic designer, indie rock, keyboardist, lebanese, leftfield, lgbtqi, lyricist, parolier, piano rock, pop, pop and chart, pop rock, producer, producteur, queer, singer, singer-songwriter, uk",4
dansk rap,4
danish indie pop,4
rap montrealais,4
"classic czech pop, czech pop",4
"arabic, egyptian pop, egyptian shaabi, mahraganat",4
"album rock, canadian metal, classic canadian rock, classic rock, glam metal, hard rock",4
modern blues,4
estonian indie,4
belarusian indie,4
"finnish alternative rock, funk metal",4
"birmingham, black sabbath, blues rock, british, classic pop and rock, classic rock, dark, doom metal, england, english, hard rock, heavy, heavy blues, heavy metal, jazz-rock, metal, new wave of british heavy metal, nwobhm, ominous, pop rock, proto doom, proto-doom, psychedelic rock, reino unido, reunion, rock, traditional doom metal, uk, untied kingdom, want to listen",4
liquid funk,4
"deep tropical house, pop dance, pop edm",4
"american, americain, b7005bb9-fcd9-4d06-8c39-c5ef11275ef1, baroque pop, classic pop and rock, classic rock, finnish hip hop, finnish pop, finnish rock, iskelma, knebworth, pop, pop rock, pop",4
"american, blues, blues rock, classic pop and rock, classic rock, country rock, electric blues, finnish hip hop, finnish pop, instrumental rock, iskelma, jam, jam band, pop rock, psychedelic rock, rock, southern rock, the allman brothers band",4
"finnish dance pop, finnish hip hop, finnish pop, finnish reggae, suomi rock",4
"finnish new wave, iskelma, suomi rock",4
"classic iskelma, finnish hard rock, iskelma, suomi rock",4
"classic finnish rock, finnish new wave, suomi rock",4
"classic finnish pop, classic iskelma, iskelma",4
"album rock, art rock, classic rock, mellow gold, new romantic, new wave, permanent wave, progressive rock, rock, singer-songwriter, soft rock",4
"trance, electronic, british, electronica, psytrance, goa trance, english, psy-trance",4
rautalanka,4
"dance and electronica, electronic, european, finnish hip hop, finnish pop, french, techno, warp",4
"electropop, finnish rap, pop rap, rap",4
"classic finnish pop, classic iskelma, finnish pop, iskelma",4
"finnish indie, finnish jazz",4
afghan pop,4
"chanson, french pop, french rock, variete francaise",4
"chanson, french pop, french rock, french synthpop",4
"french pop, french r&b, french rap, pop urbaine",4
"easy listening, production music",4
"chanson, french indie pop, french rock, nouvelle chanson francaise",4
rap marseille,4
"french rap, new wave",4
"folk-pop, stomp and flutter, uk americana",4
"classical, early romantic era, polish classical",4
hoerspiel,4
"german, hip hop, rap, reggaeton",4
"german pop, schlager, schlagerparty",4
"black metal, blackened thrash metal, thrash metal",4
"jazz, american, pianist, swing, virtuoso, death by kidney failure, stride",4
canadian drill,4
"asian american hip hop, dance pop, pop rap",4
"vgm, video game music, spain",4
"argentine rock, latin alternative, latin pop, latin rock, rock en espanol",4
"rock, alternative rock, shoegaze, post-punk, new wave, psychedelic rock, pop rock, latin rock, latin, argentina, espanol, rock en espanol, dinamo, pop",4
"5th gen k-pop, k-pop boy group",4
"k-pop, k-pop girl group, k-pop reality show",4
"alternative hip hop, hip hop",4
icelandic electronic,4
viking folk,4
"filmi, modern bollywood, west bengali pop",4
"desi emo rap, desi hip hop, desi pop, desi trap",4
"desi hip hop, desi pop, desi trap, pakistani hip hop",4
"desi pop, folk-pop, hindi indie, indian indie, indian singer-songwriter",4
"classic bollywood, filmi",4
"alternative country, alternative rock, american, americana, country, english, folk rock, indie rock, rock, roots rock, singer-songwriter",4
"indonesian folk pop, indonesian indie, indonesian pop",4
indonesian lo-fi pop,4
funkot,4
"campursari, dangdut, dangdut koplo, javanese dangdut, lagu jawa",4
korean singer-songwriter,4
"indonesian folk, indonesian indie, indonesian jazz, indonesian singer-songwriter",4
"indonesian indie, indonesian indie rock",4
"italian adult pop, italian alternative, italian indie pop, italian pop, milan indie",4
"emo rap italiano, italian adult pop, italian pop",4
"classic italian pop, italian adult pop, italian alternative",4
"anime, contemporary r&b, dance-pop, j-pop, j-r&b, japan, likedis auto, pop, pop soul, qi-western releases, queer, r&b, singer-songwriter",4
"j-rock, japanese r&b, japanese soul",4
"j-pixie, japanese electropop",4
classic j-pop,4
"j-rock, japanese alternative rock",4
"kazakh indie, kazakh viral pop",4
"central asian hip hop, kazakh hip hop",4
"russian dance, russian trap",4
christian reggae,4
"baltic folk, baltic post-punk, dainuojamoji poezija, lithuanian indie, lithuanian pop",4
"dainuojamoji poezija, lithuanian pop",4
"soundtrack, classical, jazz, american, orchestral, game, conductor, video game, score, pianist, composer, film score, contemporary classical, film, vgm, american composer, film soundtrack, easy listening soundtracks and musicals, film composer, soundtracks, modern classical, star wars, grammy winner, saga, suboptimal credits, academy award winner, western classical, server name, 2008 universal fire victim",4
"hip hop tuga, portuguese pop, rap criolo",4
"malaysian indie, malaysian pop, malaysian punk",4
"70s, 80s, bootleg, british, classic pop and rock, classic rock, desi hip hop, english, hindi hip hop, mainstream rock, male vocalists, pop, pop rock, pop",4
"rock, power pop, progressive pop, punjabi hip hop, rock, rock & roll, rock and roll, singer-songwriter, soft rock, uk",4
"moroccan pop, moroccan rap, rai",4
"arabic hip hop, rap tunisien",4
"dutch hip hop, dutch pop, dutch rock",4
"dutch cabaret, dutch pop",4
"carnaval, kermis, levenslied",4
"basshall, dutch rap pop",4
"dutch pop, dutch rock, kermis",4
"dutch drill, dutch hip hop, dutch trap",4
"alternative hip hop, jazz rap, underground hip hop",4
"jazz, psychedelic blues, blues, garage jazz, jazz rock, space rock",4
"afro pop, american, big band, contemporary r&b, dance, disco, funk, hip hop rnb and dance hall, jazz, pop, pop soul, progressive soul, r&b, rnb, september, smooth soul, soul",4
"jazz cubano, modern jazz piano",4
"ambient, american contemporary classical, compositional ambient, drone, fourth world, minimalism",4
"electronic, pop, rave, 90s, house, electro, dutch, belgian, synth-pop, eurodance, 1990s, europop, european, netherlands, hip house, edm, pop and chart, euro house, hard house, trust, bubblegum dance",4
"afrobeats, afropop, azonto, dancehall, nigerian pop",4
"afrobeats, cruise, nigerian pop",4
"afro r&b, afrobeats, afropop, nigerian pop",4
"electronic, drum and bass, uk, united kingdom, dance and electronica, liquid funk, dancefloor drum and bass",4
cruise,4
"2008 universal fire victim, jazz, norwegian hip hop, norwegian pop, russelater",4
"monstercat, norwegian hip hop, russelater",4
"classic norwegian pop, norwegian pop, norwegian rock",4
"american, funk, soul, disco, rnb, film score, film soundtrack, rock and indie, smooth soul, death by stroke",4
"dance-pop, electropop, hip hop, norwegian hip hop, pop rap",4
"pakistani pop, qawwali, sufi",4
"grupera, gruperas inmortales, musica mexicana, norteno",4
"brazilian reggae, brazilian rock, reggae tuga",4
"opm, pinoy singer-songwriter",4
"classic opm, opm",4
"opm, pinoy r&b",4
"opm, pinoy hip hop",4
pinoy indie,4
classic opm,4
"crank wave, polish indie, polish pop",4
polish viral rap,4
polish alternative rock,4
uwielbienie,4
"polish hip hop, rap motywacja",4
"poezja spiewana, polish alternative",4
russian drill,4
"russian dance, russian gangster rap, russian hip hop",4
"classic arab pop, jalsat, khaliji",4
"arabic hip hop, gulf hip hop",4
"classic czech pop, slovak pop",4
"amapiano, barcadi, quantum sound",4
"afro soul, kwaito, south african house, south african pop",4
"bolobedu house, sepedi pop",4
"contemporary r&b, neo soul, hip hop, hip hop rnb and dance hall",4
african gospel,4
"south african hip hop, xhosa hip hop",4
"k-rap, korean r&b, korean trap",4
"fotbollslatar, swedish idol pop",4
"classic swedish pop, dansband",4
"gothenburg hip hop, swedish hip hop, swedish trap pop",4
"gothenburg hip hop, swedish hip hop, swedish pop rap",4
"classic swedish pop, skansk musik, swedish hip hop, swedish pop, swedish pop rap",4
"dangdut, lagu jawa",4
"classic swedish pop, swedish jazz",4
"swedish hip hop, swedish pop",4
"swedish dancehall, swedish hip hop, swedish reggae",4
"seen live, swedish, swedish pop",4
"classic swedish pop, swedish indie rock",4
"singaporean mandopop, taiwan pop",4
thai ost,4
"turkce slow sarkilar, turkish hip hop, turkish pop, turkish rock",4
"turkish folk, turkish pop, turkish singer-songwriter",4
"arabesk, turkish folk",4
anadolu rock,4
"new school turkce rap, turkish hip hop",4
oyun havasi,4
"arabesk, fantezi, oyun havasi, turkish pop",4
"electronic, techno",4
ukrainian indie,4
"epic music, epic, composer, soundtrack, trailer, orchestral, production music",4
"venezuelan indie, venezuelan rock",4
brazilian,4
rock viet,4
"dembow belico, electro corridos, reggaeton, reggaeton mexa",4
"alternative hip hop, drumless hip hop, experimental hip hop, hip hop, rap, underground hip hop",4
"deep house, house, nu disco",4
"russian indie, russian indie rock",4
"russian hip hop, russian underground rap",4
"russian alt pop, russian pop punk, russian punk, russian punk rock, russian rock",4
"hard bass, russian hip hop, russian rave",4
"classic russian rock, russian rock",4
breakcore,4
"russian hip hop, russian viral pop",4
"arrocha, forro, piseiro, sertanejo",4
pagode novo,4
"rock, nuno",4
esperanto,4
"banda, musica chihuahuense, musica mexicana, norteno",4
"c-pop, chinese indie, chinese r&b, mandopop, taiwanese indie, taiwanese pop",4
"classic k-pop, korean pop",4
tamil indie,4
"hip hop, israeli, israeli rap, mizrahi",4
"israeli indie, israeli pop",4
modern j-rock,4
"central asian hip hop, kazakh pop",4
"classic russian pop, ukrainian pop",4
"russian alt pop, russian pop, ukrainian indie, ukrainian pop",4
"russian dance, russian gangster rap, russian hip hop, russian pop",4
"1970s, 1980s, 2008 universal fire victim, contemporary r&b, dance-pop, disco, funk, hip hop rnb and dance hall, pop rock, pop soul, r&b, soul, synth funk",4
"dance, edm, electronic, electropop, eurovision 2024 artists, lithuania, lithuanian, lithuanian dance, lithuanian edm, lithuanian electronic, lithuanian electropop, lithuanian pop, pop, rave, singer-songwriter",4
korean superband,4
"afro adura, afrobeat, afrobeats, afropop",4
"alternative, art pop, chamber pop, dream pop, electropop, folk, folk-pop, folktronica, indie pop, indietronica, norway, norwegian, norwegian pop, pop, synth-pop, synthpop",4
"2000s, argentine rock, latin rock, pop punk, power pop",4
"central asian hip hop, kazakh hip hop, russian hip hop",4
"ghazal, khaleeji",4
"album rock, aor, canada, canadian, classic pop and rock, classic rock, complex, energetic, english, fantasy, favoritos, hard rock, heavy metal, heavy prog, introspective, metal, philosophical, pop rock, progressive pop, progressive rock, rock, science fiction, space, technical, uplifting",4
"aln-sh, amapiano, american, ballad, big band, christmas music, easy listening, gqom, jazz, pop, standards, swing, traditional pop, vocal jazz",4
"afro soul, sesotho hip hop, sesotho pop, south african pop",4
"classic mandopop, mandopop, taiwan pop",4
chinese drama ost,4
"classic mandopop, mandopop, singaporean mandopop, singaporean pop",4
"malaysian mandopop, mandopop, taiwan pop, taiwan singer-songwriter",4
"european, french pop, japanese, jazz, eurovision, world, greek folk, easy listening, folk, greek, lirics, lied, singer, classical, lieder",4
"classic thai pop, thai pop",4
"luk thung, phleng phuea chiwit, southern thai music, thai rock",4
"thai folk rock, thai indie, thai rock",4
"american, contemporary r&b, hip hop, hip hop rnb and dance hall, hip hop soul, hip-hop, pop, rnb",4
"audiobook, author, british, deu, english, fantasy, fascist, has german audiobooks, non-musician, queerphobe, terf, transphobe, uk, v-pop, vietnamese hip hop, vinahouse",4
"v-pop, vietnamese hip hop, vietnamese trap",4
"pop rock, rap rock, japanese, j-rock, rock, j-pop, jpop",4
"afropop, amapiano, art pop, dance-pop, dancehall, downtempo, dub, edm, electro, electronic, electropop, gqom, jungle terror, moombahcore, moombahton, pop rap, pop reggae, trap",4
"ambient, experimental",4
"desi hip hop, finnish, punjabi hip hop, punjabi pop",4
"finnish, punjabi hip hop, punjabi pop, desi hip hop",4
"dance pop, edm, electronic trap, pop, pop dance",4
"funk, brazilian funk, funk pop, funk carioca, brega funk, brazilian pop",4
"734011.jpg, i give up on the immature people in the tags here., ibiza, indie, infantil, instrumental, japan, jazz, john coltrane, josquin, jucanto, jungle, khaleeji, kinderchore, kinderliedjes kapiteinwinokio humo, kindly fix, kindly fixme, klaus baumgart, kpop, la grande sophie, label as artist, latin, leaving on a jet plan, legion of von, likedis auto, lil eazy-e, liturgic, live, liz, liz andrade, local music of iran, loosers that downvote fixmetags are ..., los 24 grandes exitos de la zarzuela, lounge, marilyn manson, mary j blige, mashup, meditation, mega, megafixme, mess, mess mess, mess mess mess, messy tags, meta artist, metal, michael jackson, mimicking birds, miroque, mohsen namjoo, montuno, more 70, musica, musical, my sharona, m‌ess, ncs, nederlands, new age, new generations, new generations philip glass, new wave, niroshima, nitzer ebb, no matter how long you keep voting down the fixme tag i will fight you. this should be fixed, no this is still a mess, nox, number 1, old skool of rock disc 1, oldest artist #1, oldest artist rowid, opera, orthodox, ost, papeete, pavarotti, piosenka poetycka muzyka autorska, please consider not using this for artist credits, please fix, please rename to [various artists], pop, pop-rock, popular, practically all these tags are fail, progressive trance, psychobilly, psytrance, punk, punk rock, put in brackets, pzzqxnzt6snn ekrngheoblbupu-, r&b, ragga, rap, razieq, reggae, release, rename into [various artists], rhythm del mundo, rock, rock and roll, rockabilly, ronak bhatt, s.a. souvenirs, shankar jaikishan, shine 4, shwetabh sucks, ska, soft rock, sonic seducer cold hands vi, soul cargo, special purpose, special purpose artist, sprechgesang, still a mess, stop using this for artist credits period!, stop using this for artist credits you are to lazy to look-up",4
"pop, 2010s, relic inn, soul, rock, music for soccer moms, synth funk, pop soul, contemporary r&b, a filk artist, new wave, pop rock, r&b, funk",4
"rock, pop, american, soul, rnb, adult contemporary, pop rock, english, box set, classic pop and rock, pop soul, tina-turner, contemporary r&b",4
"hip hop, manele, trap",4
"electro corridos, dembow belico, corridos tumbados, corrido, corridos belicos",4
"jazz, country pop, soul, country, traditional country, rockabilly",4
"agronejo, sertanejo universitario",4
"sertanejo, sertanejo universitario, arrocha, agronejo, piseiro",4
"afro adura, afrobeat, afrobeats, afro soul, afropop",4
"folk, folk rock, singer-songwriter, trap edm, yacht rock",4
"gospel, worship, brazilian gospel, devotional",4
"adult contemporary, alternative rock, british, britpop, dance, dance-pop, pop, pop and chart, pop rock, rock, singer-songwriter, standards, swing",4
chanson quebecoise,4
"comedy, musical",4
"german pop, neue deutsche welle",4
"tamil pop, kollywood, bollywood, sufi, hindi pop",4
"bollywood, desi pop",4
"andrews sisters, 60th anniversary, 2008 universal fire victim, jazz",4
"j-pop, kayokyoku, j-rock",4
"moroccan pop, moroccan rap, arabic hip hop, rai",4
"rai, arabic hip hop, moroccan rap, moroccan pop",4
"afrobeats, afropiano, alte, afrobeat, amapiano",4
"kompa, afro r&b, zouk, afrobeats, afro soul",4
"nigerian drill, afro adura",4
"epadunk, russelater, norwegian pop",4
"desi hip hop, hindi hip hop, desi",4
"cumbia, grupera",4
"bacardi, amapiano, maskandi",4
"private school piano, deep house, 3 step, afro soul, amapiano",4
"jazz, american, drummer, composer, percussionist, hard bop, free jazz, jazz and blues, 2008 universal fire victim",4
"turkish hip hop, turkish pop, arabesk",4
"oyun havası, arabesk",4
"rock, pop, progressive rock, 70s, 80s, heavy metal, 90s, pop-rock, british, uk, band, hard rock, britannique, uplifting, melodic, disco, glam rock, queen family, art rock, baroque pop, fantasy, classic rock, pop rock, symphonic rock, arena rock, english, england, united kingdom, awesome, queen, film soundtrack, classic pop and rock, eclectic, queer, platinum, energetic, beholder, playful, anthemic, mainstream rock, medley, pop",4
"country, outlaw country, red dirt, alt country, texas country, bluegrass",4
"rap quebecois, french rap, chanson quebecoise",4
"electronic, hip-hop, pop, russian",4
funk,4
"opm, pinoy indie, harana, kundiman",4
"brazilian trap, trap, trap funk, rap nacional",4
"metalcore, metal",4
"variete francaise, chanson, french pop",4
"bollywood, sufi, desi, hindi pop",4
"j-pop, anime, vocaloid, j-rock",4
"french rap, punk, san francisco, usa",4
"corridos tumbados, corrido, corridos belicos, musica mexicana, sad sierreno, electro corridos, banda",4
"sad sierreno, corridos tumbados, corrido, musica mexicana, sierreno",4
"mexican hip hop, latin hip hop, electro corridos",4
"alternative rock, folk, indie pop, alternative pop, emo pop, dark pop, 2010s, art pop, millennial, abuser, 2020s, creepy pop, rapist",4
"afro adura, afrobeats, afrobeat, afropop",4
"afrobeats, afrobeat",4
"thai trap, thai hip hop",4
"iskelma, finnish rock, finnish pop",4
spoken word,4
"baroque, classical, composer, italian composer, production music",4
"canary islands, candombe, punk, spain",4
hard house,4
"funk, funk consciente, trap funk",4
"norwegian pop, epadunk, russelater",4
"jersey club, phonk",4
"melbourne bounce, big room",4
"tamil pop, kollywood, tollywood, telugu pop",4
"afrobeat, afrobeats, afropiano, afropop, latin, reggaeton",4
"2020s, bubblegum pop, dance-pop, pop, pop rock, r&b, teen pop, trip hop",4
"corrido, corridos tumbados, corridos belicos, electro corridos",4
polish,4
"french pop, pop urbaine, chanson",4
"afro adura, afrobeats, afrobeat, afropop, amapiano",4
"turkish pop, anatolian rock",4
"turkish pop, arabesk, t-pop",4
"opm, harana, p-pop, pinoy indie, kundiman",4
"boy group, k-pop, noise music",4
"sexy drill, drill",4
"mahraganat, khaleeji",4
"classic pop and rock, progressive rock, psychedelic rock, rock",4
"sholawat, khaleeji",4
"hebrew, rock",4
"desi hip hop, hindi hip hop, desi, punjabi hip hop",4
"vietnam indie, v-pop",4
"forro, piseiro, arrocha, seresta, brega",4
"afro soul, afrobeat, afrobeats",4
"new wave, avant-garde pop, post-punk, minimal wave, art pop, usa, geek rock, rock, children s, american, classic pop and rock, alternative rock, television music, childrens music, pop punk, pop rock, college rock, indie pop, power pop",4
"funkot, lagu timur, dangdut",4
"j-pop, j-r&b",4
"amapiano, gqom, private school piano, afropiano, afrobeats, afro house, bacardi, afropop, 3 step",4
"dance, dance-pop, electronic, hip hop, lithuania, lithuanian, lithuanian dance, lithuanian dance-pop, lithuanian electronic, lithuanian hip hop, lithuanian pop, pop",4
"norwegian pop, dansband",4
"corrido, corridos tumbados, corridos belicos, musica mexicana, sad sierreno, electro corridos, banda",4
"moroccan rap, arabic hip hop",4
"moroccan rap, moroccan pop, arabic hip hop, rai",4
"african gospel, gospel, gospel r&b",4
"chinese r&b, chinese hip hop, mandopop, c-pop, taiwanese pop",4
"amapiano, private school piano, gqom, 3 step",4
"afro soul, afropop, alternative rock, blues, folk, indie folk, indie pop, indie rock, rock, singer-songwriter",4
3 step,4
"cumbia, chicha, huayno, cumbia nortena, electrocumbia",4
"christian, christian hip hop, christian pop",4
"v-pop, vietnam indie, vietnamese lo-fi, vietnamese hip hop",4
"uk garage, bassline, bass house, house",4
"afro adura, afrobeat, afropiano, afrobeats",4
"afro trap, hip-hop, rap, trap",4
"forro, piseiro, arrocha",4
"corrido, corridos belicos, corridos tumbados, sierreno, electro corridos, dembow belico, banda, musica mexicana",4
"amapiano, afropiano, afrobeat, afro adura, afrobeats",4
"vinahouse, v-pop, vietnamese lo-fi",4
"corridos tumbados, corrido, sad sierreno, corridos belicos, musica mexicana",4
"3 step, amapiano, private school piano, gqom, afro house, afropiano",4
"kompa, zouk, french r&b, pop urbaine, kizomba, shatta",4
"kayokyoku, j-pop",4
"malay, indonesian pop, malay pop, dangdut, sholawat",4
"french composer, french, composer, european, anthony newman, loren maazel, pittsburgh symphony orchestra, opera, james levine, romantic classical, classical",4
"spanish-language reggae, reggaeton",4
"southern thai music, luk thung, phleng phuea chiwit, thai rock, thai pop",4
"acid jazz, downtempo, jazz beats, jazz rap, lithuania, lithuanian, lithuanian pop, nu jazz, pop, singer-songwriter, trip hop",4
"moroccan pop, rai, moroccan chaabi",4
"private school piano, amapiano, gqom, 3 step",4
"piseiro, sertanejo, arrocha, agronejo, sertanejo universitario, forro",4
"taiwanese indie, chinese indie, taiwanese pop, chinese rock",4
"v-pop, vietnamese hip hop, vietnamese lo-fi",4
"malay, malay pop, malaysian pop, dangdut, indonesian pop, malay rap",4
"electronic, hardstyle",4
"electro corridos, dembow belico",4
"alte, afrobeats, afropiano, afrobeat, afro adura",4
"aor, classic rock",4
"cumbia, cumbia sonidera, latin, salsa",4
"salsa, merengue, bachata, latin, latin pop",4
"colombian pop, vallenato, latin, latin pop",4
"v-pop, vinahouse, vietnamese hip hop, vietnam indie",4
"funk, trap funk, brazilian funk, funk consciente",4
"devotional, khaleeji",4
"corrido, corridos belicos, corridos tumbados, electro corridos, dembow belico, banda, sierreno, sad sierreno, musica mexicana",4
"afrobeats, afrobeat, afroswing, afropiano, afropop, azonto",4
"cumbia, murga",4
contemporary christian,4
"ghazal, गजल",4
"mandopop, taiwanese pop, taiwanese indie, chinese indie, c-pop",4
"amapiano, private school piano, gqom, afropiano, 3 step, bacardi",4
"indonesian pop, malay, indonesian r&b, indonesian jazz",4
"banda, norteno, grupera, musica mexicana, ranchera, corrido",4
"haryanvi pop, desi hip hop, punjabi hip hop",4
"3 step, amapiano, private school piano, afro house, gqom, afro tech, afropiano",4
"schlager, schlagerparty, german pop",4
"pinoy hip hop, opm, pinoy r&b, pinoy rock",4
"classical, british, uk, opera, conductor, pianist, composer, english, 20th century, british composer, to clean up",4
"rai, moroccan pop, moroccan chaabi",4
"moroccan pop, moroccan rap, rai, arabic hip hop",4
"afro adura, afropiano, afrobeats, afrobeat, amapiano",4
"french rap, drill",4
"dubstep, melodic bass",4
"christian hip hop, christian",4
power pop,4
"chilean mambo, mambo, reggaeton chileno, chilean trap",4
"aor, glam, glam metal, hard rock, heavy metal, kizomba, metal, zouk",4
"rock en espanol, mexican rock, latin alternative, mexican indie, latin rock",4
"dembow, latin trap, latin urban, reggaeton, trap, trap latino",4
"british, contemporary r&b, dance-pop, electropop, english, pop, pop and chart, uk, x factor",4
"merengue, reggaeton, latin",4
sea shanties,4
"maskandi, afropop, 3 step, afro soul",4
"gqom, ndombolo, 3 step, amapiano, afro tech",4
"jazz, neo soul, trap",4
"k-pop, cast",4
minimal techno,4
"techno, tech house",4
"dance-pop, drum and bass, dubstep, edm, electro house, electronic dance, electronic rock, electropop, hardstyle, progressive house, techno, trap, trap edm",4
"tekno, hard techno, acid techno, techno, hardcore techno",4
hard techno,4
"2010s, 2020s, alternative hip hop, cloud rap, contemporary r&b, experimental hip hop, poggers",4
"dance-pop, pop, r&b, tantrumjas, teen pop",4
"bass house, future house, g-house",4
"brazilian funk, funk de bh",4
"hip hop, pop rap, r&b, alternative r&b, trap, cloud rap",4
"latin house, techengue, tech house",4
"edm, electro house, electronic, english, house",4
"tech house, bass house",4
gothic metal,4
"tech house, edm",4
"latin house, slap house, afro house, tribal house",4
"electronic, nu disco",4
"big room, edm, electro house, house, melbourne bounce",4
"dance, dream trance, electronic, english, eurodance, italian, italo dance, italy, trance",4
"industrial, noise, experimental, lo-fi, hardcore punk, drone, grindcore, australia, harsh noise, powerviolence, noisecore, noisegrind, private tag 1, missing va releases, lounge, tropical house",4
"rock, pop, alternative rock, british, seen live, post-punk, new wave, uk, alternative, pop rock, neo-psychedelia, english, liverpool, england, classic pop and rock, big music, lounge",4
"crossover prog, lounge, tropical house",4
"alternative pop, contemporary r&b, dance-pop, electronic, electropop, female vocals, indie pop, pop, top 40",4
"pop, industrial, folk, post-punk, uk, psychedelic rock, gothic rock, neo-classical, neofolk, england, alternative folk, alternative",4
"indie rock, neo soul, indie soul, alternative r&b",4
"rock, today, vocal surf, knebworth, lounge",4
"electronic, electronica, happy hardcore, progressive trance, rave, techno",4
"latin house, techengue, afro house",4
"songwriter, modern classical, francais, chanson a texte, symphonic rock, monegasque, french, chanson, pop",4
"east coast hip hop, hardcore hip hop, hip hop",4
"quiet storm, r&b",4
"boom bap, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop, old school hip hop, pop rap, rock and indie",4
"boom bap, french r&b, french rap, hip hop",4
"boom bap, hip hop",4
"2008 universal fire victim, contemporary r&b, dance, female vocals, janet jackson escapade, janet-jackson, new jack swing, pop, pop and chart, quiet storm, r&b, soul, the queen",4
"boom bap, east coast hip hop, hardcore hip hop, hip hop, hip-hop, hit squad, new jersey rap, new york, old school hip hop, psychedelic rap, rapper, soul and reggae, us, wu fam",4
vocal house,4
"classical, easy listening, classical crossover, tour d amour, waltz",4
"acoustic, alternative r&b, neo soul, neo-soul, r&b, r&b",4
"soul, soul, uk r&b",4
"alternative rock, indie rock, singer-songwriter",4
"5099995588322, 70s, 80s, arena rock, art rock, british, classic pop and rock, classic rock, crossover prog, electronic, electronica, english, pop, pop rock, pop",4
"rock, progressive, progressive pop, progressive rock, rock, symphonic prog, symphonic rock, uk",4
"indie pop, indie rock, pop, rock",4
"hijo de la luna, latin pop, rock en espanol",4
"michelle, schlager",4
"animals, becky hill, dance, dutch house, edm, electronic, english, feel good, future house, gecko, gecko (overdrive), house, martin garrix, oliver heldens, remix, robin thicke",4
"contemporary r&b, dance-pop, deep house, electronic, pop, tech house, uk garage",4
"alternative pop, pop",4
"blue-eyed soul, englisch, english, pop, schottland, scotland, scottish, singer-songwriter, soft pop, uk",4
"2010s, 2020s, adult alternative, alternative r&b, composer, contemporary r&b, electropop, lyricist, musician, pop, pop rock, pop soul, r&b, soul, vocalist",4
"2000s, dance-pop, electropop, europop, romanian, romanian band",4
"dance, electronic, eurodance, europop, pop and chart",4
"alternative rock, cumbia mexicana, gothic rock, latin, latin alternative, latin rock, mexican rock, mexico, post-punk, rock, rock en espanol, rock en espanol",4
"latin, pop, ranchera, salsa",4
"colombian pop, latin, latin pop, pop, vallenato, world",4
"timba, salsa, bachata",4
"cumbia, electrocumbia, latin, merengue, tropical music",4
"latin, merengue, cumbia",4
"ace of base, latin, latin ballad, latin pop, merengue, salsa",4
"latin pop, latin, merengue, ace of base, latin ballad",4
"00s, 10s, 70s, 80s, 90s, alternative rock, bachata, british, classic pop and rock, dance, duran, electro, electronic, english, male vocalists, new romantic, new romantics, new wave, pop, pop rock, rock, synth-pop, synthpop, uk",4
"1980s, 1990s, alternative dance, contemporary pop",4
"rock, dance-pop, dance-rock, dark disco, dark wave, darksynth, electronic, elevator, german, new wave, pop, progressive pop, punk",4
"new wave, sophisti-pop, synth pop, synth-pop, synthpop",4
"acid rock, american, aor, arena rock, classic pop and rock, hard rock, pop, pop rock, psychedelic rock, rock",4
"synthpop, pop, drum and bass, dance, indie, synth-pop, electropop, indie pop, dance-pop, indie folk, dream pop, chamber pop, club, indietronica, edm, film soundtrack, contemporary r&b, a filk artist",4
"big room, edm, electro, electronica, house",4
"alternative rock, classic pop and rock, dance-pop, downtempo, electropop, folktronica, pop, singer, singer-songwriter, soft rock, synthpop, thank you, trip hop, uk, united kingdom",4
"house, progressive house, tech house",4
"dance, contemporary r&b, cover, dance-pop, electropop, folk pop, pop",4
"brazilian bass, brazilian pop, death by overdose, electronic, italian, pop, singer-songwriter, wips",4
"afrobeats, afrobeat, afropop, afropiano, afro r&b, afroswing, afro soul",4
"desi, sufi, indian indie",4
"flamenco pop, flamenco",4
"piseiro, sertanejo, agronejo, arrocha, sertanejo universitario, forro",4
"k-pop, dance-pop, korean music",4
"audiobook, author, british, deu, english, fantasy, fascist, has german audiobooks, k-pop, k-rap, non-musician, queerphobe, terf, transphobe, uk",4
"lovers rock, need cleanup, reggae, rock and indie",4
"trap latino, latin, reggaeton",4
"guaracha, rkt, reggaeton chileno, reggaeton mexa, exotica",4
"accordion, french, jazz",4
"banda, corrido, corridos belicos, norteno",4
"indonesian pop, indonesian jazz",4
"2010s, 2020s, eurovision 2022 artists, hip hop, italian, italian trap, pop rap, trap",4
"funk, nu disco",4
"french rap, moroccan rap",4
"country, country rock, red dirt, texas country",4
"funk carioca, brazilian funk",4
"garage rock, german indie, german pop, indie rock, rap rock",4
"amapiano, gqom, afropiano, 3 step",4
"c-pop, mandopop, chinese r&b",4
"electroclash, witch house",4
"tamil pop, kollywood, sufi, bollywood, hindi pop",4
"3 step, private school piano, amapiano",4
"pop rock, rock, thai, thailand",4
"arrocha, forro, seresta, brega, piseiro",4
"banda, corrido, norteno, sierreno, corridos belicos",4
